CODIGO_DE_HECHO_EN_BITACORA,DEPARTAMENTO,MUNICIPIO,CÓDIGO_DANE,DIRECCION_TERRITORIAL,PDET_ETCR,REGION_PDET_ETCR,FECHA_DEL_EVENTO,MES_HECHO,ANO_HECHO,TIPO_DE_EVENTO,SUB_TIPO_DE_EVENTO,PRESUNTO_AUTOR ,DESCRIPCION_DEL_AUTOR,OBSERVACIONES,DESCRIPCION_PRELIMINAR_DEL_EVENTO,FUENTE,CATEGORIZACION_DEL_EVENTO
39908,NORTE_DE_SANTANDER,TIBU,54810,NORTE_DE_SANTANDER_Y_ARAUCA,ETCR - PDET,Catatumbo,04/08/2020,8,2020,ACCIONES_ARMADAS,ATAQUE_A_INSTALACIONES_DE_LA_POLICIA_NACIONAL,NO_PRECISA,NO_PRECISA_,,"Dos sujetos a bordo de una motocicleta lanzaron una granada contra la subestación de Policía, causando graves daños materiales a la unidad policial y afectaciones en las viviendas aledañas. ",EL TIEMPO,ACCIONES_ARMADAS
39909,NARIÑO,SAMANIEGO,52678,NARIÑO,0,0,04/08/2020,8,2020,ACCIONES_ARMADAS,EMBOSCADA,NO_PRECISA,NO_PRECISA_,,"Un uniformado muerto y otro herido dejó el ataque con ráfagas de fusil a una patrulla de la Policía, que fue perpetrado mientras recorría la Avenida Mayor Alejo, las víctimas fueron identificadas como el patrullero Jorge Iván Henao Patilño, quién perdió la vida de inmediato y el subteniente Oswaldo Albeiro Agreda Betancourt, que fue trasladado al centro médico de la zona, tras resultar herido. ",RCN RADIO,ACCIONES_ARMADAS
39910,ARAUCA,SARAVENA,81736,NORTE_DE_SANTANDER_Y_ARAUCA,PDET,Arauca,04/08/2020,8,2020,HOMICIDIOS,OTROS,NO_PRECISA,NO_PRECISA_,,"Como Martha Catherine Real y Carlos Ferley Quiñonez fueron identificadas las dos personas que fueron asesinadas de varios impactos de arma de fuego. Los cuerpos de estas personas fueron encontrados en inmediaciones al puente del Rio El Pescado, hasta donde se desplazó el personal de una funeraria para realizar el trabajo de levantamiento de los cuerpos y el desplazamiento de estos a la morgue municipal.",LA VOZ DEL CINARUCO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39911,NORTE_DE_SANTANDER,CUCUTA,54001,NORTE_DE_SANTANDER_Y_ARAUCA,0,0,04/08/2020,8,2020,HOMICIDIOS,OTROS,NO_PRECISA,NO_PRECISA_,,"Uniformados de la Policía Metropolitana de Cúcuta fueron alertados que, en un lote baldío ubicado en el Anillo Vial occidental, en inmediaciones de San Fernando del Rodeo, fueron encontrados en una bolsa plástica azul un fémur y un cráneo. Miembros de la Brigada Interinstitucional de Homicidios (Brinho) arribaron al lugar para practicar el levantamiento de los restos y así someterlos a estudios forenses.",LA OPINION,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39912,CAUCA,POPAYAN,19001,CAUCA,0,0,04/08/2020,8,2020,HOMICIDIOS,AUTORIDADES_LOCALES,NO_PRECISA,NO_PRECISA_,,"Como Jeffer Alexander Sánchez González de 32 años fue identificado el patrullero de la Policía Nacional que fue asesinado por un sicario en el barrio El Libertador. Descartaron que se tratara de un caso de hurto, teniendo en cuenta que en la escena del crimen encontraron todas sus pertenencias, los documentos, su motocicleta y el celular.",RCN RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39913,ANTIOQUIA,ITUANGO,5361,ANTIOQUIA,ETCR - PDET,Bajo Cauca-Nordeste Antioqueño,04/08/2020,8,2020,ATENTADOS,LIDERES_SOCIALES,NO_PRECISA,NO_PRECISA_,,"Un nuevo ataque armado ocurrió al norte del departamento de Antioquia. Hasta una vivienda de esa población llegaron hombres armados e hirieron gravemente a Luis Zapata, un líder de la comunidad LGBTI. En medio de la acción armada, también resultaron heridos la madre de Zapata de 65 años y un sobrino de 19 años. ",BLU RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39914,ANTIOQUIA,NECOCLI,5490,URABA,PDET,Urabá Antioqueño,04/08/2020,8,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,CLAN_DEL_GOLFO,,"La Fiscalía General de la Nación adelantó dos operativos simultáneos contra el 'Clan del Golfo', tras el decomiso de un cargamento de cocaína avaluado en más de 150 millones de dólares en la región del Urabá Antioqueño. En desarrollo de estos operativos, agentes de la Armada Nacional y del CTI de la Fiscalía, capturaron a 28 millas náuticas a dos ciudadanos de origen nicaragüense, un costarricense y un colombiano, mientras transportaban 1.079 kilos de cocaína y una pistola calibre 9 milímetros con 11 cartuchos, en una lancha rápida. ",RCN RADIO,ACCIONES_INSTITUCIONALES
39915,HUILA,PITALITO,41551,CAQUETA_Y_HUILA,0,0,04/08/2020,8,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"Operativos conjuntos entre el Ejército y la Policía del Huila, permitieron la incautación de 375 kilos de marihuana, dos vehículos en los que era transportado el estupefaciente y la captura de dos personas. ",LA NACION,ACCIONES_INSTITUCIONALES
39916,TOLIMA,HONDA,73349,CENTRO,0,0,04/08/2020,8,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,La policía nacional logro la captura de una persona y la incautación de cerca de 2 kilos y 300 gramos de marihuana los cuales eran transportados en una motocicleta bajo la modalidad de ocultamiento. ,POLICIA NACIONAL,ACCIONES_INSTITUCIONALES
39917,NORTE_DE_SANTANDER,CUCUTA,54001,NORTE_DE_SANTANDER_Y_ARAUCA,0,0,04/08/2020,8,2020,OTRO_TIPO_DE_EVENTO,OTROS,NO_PRECISA,NO_PRECISA_,,"Haberse desmovilizado de las extintas Farc, por poco le cuesta la vida a un hombre conocido como 'El Paisa', en el corregimiento La Gabarra de Tibú, desde donde tuvo que acudir al amparo de los soldados de la Fuerza de Tarea Vulcano del Ejército para que le brindaran protección, junto a su familia. Los militares le ofrecieron el apoyo humanitario a un adolescente, dos adultos (una mujer embarazada) y a 'El Paisa'. Todos fueron trasladados a Cúcuta.",LA OPINION,OTRO_TIPO_DE_EVENTOS
39918,BOLIVAR,SANTA_ROSA_DEL_SUR,13688,MAGDALENA_MEDIO,PDET,Sur de Bolívar,03/08/2020,8,2020,AMENAZAS_E_INTIMIDACIONES,GENERALIZADAS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,ELN,,"Remitidos por redes sociales unos panfletos presuntamente por parte del GAO ELN Frente Guillermo Ariza los días 30/07/2020 y 03/08/2020 a las comunidades de los municipios de Santa Rosa del Sur, Simití y Cantagallo indicando la restricción de transporte de carga a las zonas rurales y a las empresas prestadoras de servicios fluviales para que se abstengan de este servicio; así como las personas q en sus canoas cruzando a personas desde el sector la Curumuta. 

Lo anterior como parte de las medidas que permitirán evitar la propagación del COVID 19.",UARIV,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39919,CAUCA,MIRANDA,19455,CAUCA,ETCR - PDET,Alto Patía-Norte del Cauca,05/08/2020,8,2020,ACCIONES_ARMADAS,EMBOSCADA,NO_PRECISA,NO_PRECISA_,,"En la vereda Guatemala, dos patrulleros de la policía resultaron heridos, luego de ser atacados desde una zona montañosa por parte de hombres armados que los emboscaron. ",RCN RADIO,ACCIONES_ARMADAS
39920,NORTE_DE_SANTANDER,PUERTO_SANTANDER,54553,NORTE_DE_SANTANDER_Y_ARAUCA,0,0,05/08/2020,8,2020,OTRO_TIPO_DE_EVENTO,OTROS,NO_PRECISA,NO_PRECISA_,,"Al menos seis personas habrían sido asesinadas cerca de Cúcuta. La denuncia la hizo en redes sociales el líder social Wilfredo Cañizares, quien en anteriores ocasiones ha denunciado hechos de esta misma naturaleza. ",BLU RADIO,OTRO_TIPO_DE_EVENTOS
39921,HUILA,PITALITO,41551,CAQUETA_Y_HUILA,0,0,05/08/2020,8,2020,HOMICIDIOS,LIDERES_SOCIALES,NO_PRECISA,NO_PRECISA_,,"En el corregimiento La Laguna padre e hija fueron asesinados en su finca ´Laja Blanca´, ubicada cerca al río Bordones, por sujetos armados que llegaron hasta el lugar y los acribillaron. Aunque las autoridades no han confirmado el hecho, las víctimas de este ataque serían Álvaro Menza Peña, reconocido líder comunitario del sector, y su hija Yeraldin Peña Navia, una microempresaria de la región. ",LA NACION,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39922,ATLANTICO,SOLEDAD,8758,ATLANTICO,0,0,05/08/2020,8,2020,HOMICIDIOS,OTROS,GDO_GRUPOS_DELINCUENCIALES_ORGANIZADOS,NO_PRECISA,,"Dos sujetos en una motocicleta dispararon contra Jerson Javier Laguna Ramírez, de 24 años, causándole la muerte de manera inmediata. Ramírez no tenía antecedentes registrados en el sistema SPOA de la Policía. ",EL HERALDO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39923,ANTIOQUIA,SEGOVIA,5736,ANTIOQUIA,PDET,Bajo Cauca-Nordeste Antioqueño,05/08/2020,8,2020,ATENTADOS,OTROS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,LOS_CAPARROS,,"Dos sicarios que se movilizaban en una moto dispararon en repetidas ocasiones contra varias personas que estaban jugando cartas en un Kiosco del sector El Terminal del barrio Galán. La balacera dejó gravemente heridas a tres personas, dos hombres que estaban sentados en el sitio y una menor de 15 años que estaba cerca al kiosco. Fuente: Caracol Radio. ",CARACOL RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39924,VALLE_DEL_CAUCA,CALI,76001,VALLE_DEL_CAUCA,0,0,05/08/2020,8,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"La Policía Metropolitana capturo a 29 presuntos integrantes de una banda criminal de narcotráfico transnacional y distribución local. En investigaciones para la operación, descubrieron que la estructura adquiría grandes cantidades de estupefacientes provenientes de otros departamentos. A estos los recolectaban en Cali como centro de acopio para su distribución en microtráfico local y envíos a otros países de Suramérica.",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
39925,CAUCA,CORINTO,19212,CAUCA,PDET,Alto Patía-Norte del Cauca,05/08/2020,8,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"Mediante un puesto de control en la vereda Mira Valle, se logró la captura de una persona que transportaba en un vehículo tipo Chevrolet Luv abundantes estupefacientes: 987 kilogramos de marihuana, avaluados en el mercado internacional en más de 1400 millones de pesos. ",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
39926,ANTIOQUIA,NECOCLI,5490,URABA,PDET,Urabá Antioqueño,05/08/2020,8,2020,ACCIONES_INSTITUCIONALES,OPERACIONES_ANTINARCOTICOS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,CLAN_DEL_GOLFO,,"Con la incautación de un cargamento de cocaína fueron afectadas las finanzas del Clan del Golfo en 150 millones de dólares. En la acción fue inmovilizada una lancha tipo Go Fast, en la que eran transportados 1.079 kilos de cocaína y una pistola calibre 9 milímetros con 11 cartuchos. ",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
39927,VALLE_DEL_CAUCA,EL_CERRITO,76248,VALLE_DEL_CAUCA,0,0,05/08/2020,8,2020,ACCIONES_INSTITUCIONALES,OPERACIONES_ANTINARCOTICOS,NO_PRECISA,NO_PRECISA_,,La Policía de Tránsito logró la incautación de ocho toneladas de marihuana tipo creepy y material de guerra. ,EL PAIS,ACCIONES_INSTITUCIONALES
39928,SUCRE,SAMPUES,70670,SUCRE,0,0,05/08/2020,8,2020,ACCIONES_INSTITUCIONALES,JUSTICIA,GAO_GRUPOS_ARMADOS_ORGANIZADOS,CLAN_DEL_GOLFO,,"A Hergan Moguea Mendoza, de 32 años, alias el Bolo, el Juzgado Primero Penal Ambulante de Sincelejo lo envió a prisión por concierto para delinquir agravado con fines de homicidio y extorsión. La Fiscalía demostró la presunta relación del indiciado con el Clan del Golfo en Sucre y su participación en el homicidio de Johny Javier Moreno Pérez, de 29 años, ocurrido el 3 de marzo en el barrio Villa Orieta, norte de Sincelejo. ",EL MERIDIANO,ACCIONES_INSTITUCIONALES
39929,CALDAS,MANIZALES,17001,EJE_CAFETERO,,0,05/08/2020,8,2020,AMENAZAS_E_INTIMIDACIONES,SELECTIVAS,NO_PRECISA,NO_PRECISA_,,"La Defensoría del Pueblo ha tenido conocimiento de la situación de riesgo de líderes/as y personas defensoras de DDHH entre ellos relacionada con JUAN JAIRO MUÑOZ CUERVO, identificado con 10270848 de Manizales, quien viene liderando acciones judiciales de restitución del espacio público, y mejoramiento de las condiciones de los vendedores informales en el sector de la Plaza de Mercado Galerías de la ciudad de Manizales, y recibió amenazas en el contexto de una entrevista a un medio de televisión. Los hechos ocurrieron el jueves 16 de julio, en el marco de una entrevista televisiva que el señor MUÑOZ CUERVO iba a conceder a Caracol TV, con ocasión del logro judicial por cuenta del fallo de protección de espacio publico, que ordena, la reubicación, formalización y recuperación total del espacio publico incluido el retiro de los módulos instalados sobre vías y aceras en el sector de la Plaza de Mercado Galerías, (Sentencia 2016-136-03 de julio de 2020) cuando fue increpado por dos hombres y una mujer que hacen parte de quienes en la plaza de mercado han liderado y promovido la ocupación del espacio público en la plaza de mercado Galerías, y lanzaron graves amenazas para que saliera de la ciudad, sopena de ser objeto directo o indirecto de un atentado en contra su integridad física y su vida. Ante la situación presentada, el señor MUÑOZ CUERVO, tuvo que ausentarse de su lugar de residencia, y ha tenido conocimiento que personas desconocidas, en forma amenazante, han indagado por su paradero a sus familiares. ",DEFENSORIA DEL PUEBLO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39930,CHOCO,MEDIO_BAUDO,27430,CHOCO,0,0,28/05/2020,5,2020,ACCIONES_ARMADAS,ENFRENTAMIENTOS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,ELN,CALN_ DEL_GOLFO,"incursión de hombres armados, pertenecientes al Ejercito de Liberación Nacional – ELN a territorio históricamente dominado por  AGC, donde se habría registrado un enfrentamiento el 28 de mayo. En información suministrada por Ministerio Público se estarían generando restricciones  a la movilidad tras  intimidaciones del las AGC que impiden a la población salir de su territorio.",UARIV,ACCIONES_ARMADAS
39931,CAUCA,ARGELIA,19050,CAUCA,PDET,Alto Patía-Norte del Cauca,05/08/2020,8,2020,HOMICIDIOS,OTROS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,ELN,JOSE MARIA BECERRA,"Los hechos se presentaron en el corregimiento de El Plateado, zona rural del municipio de Argelia en el sur del Cauca, donde sujetos armados acabaron con la vida de un conductor de la empresa transportadora PLANCOOP identificado como Osmar Alberto Ijaji.",UARIV,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39932,CHOCO,CARMEN_DEL_DARIEN,27150,URABA,PDET,Chocó,05/08/2020,8,2020,AMENAZAS_E_INTIMIDACIONES,LIDERES_SOCIALES,GAO_GRUPOS_ARMADOS_ORGANIZADOS,CLAN_DEL_GOLFO,,Amenaza contra el li?der indi?gena Luis Eduardo Sinigu?i? por parte de personas fora?neas al resguardo indi?gena que se dedican al cultivo de hoja de coca y que actualmente se oponen a los operativos de erradicacio?n forzada que se adelantan en la zona por parte de la fuerza pu?blica,DEFENSORIA DEL PUEBLO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39933,NARIÑO,BARBACOAS,52079,NARIÑO,PDET,Pacífico y frontera Nariñense,05/08/2020,8,2020,HOMICIDIOS,OTROS,NO_PRECISA,NO_PRECISA_,,"En la comunidad San Francisco, del resguardo Ñambí Piedra Verde, ubicada sobre la vía Junín – Barbacoas,  siendo aproximadamente las 8:00 Pm del día 28 de julio, pobladores de este sector reportaron el ataque armado contra una casa, que hasta el momento deja dos personas fallecidas. El señor personero a lo anterior dijo que le había informado que a la vereda Andalucía del municipio de Mallama llegaron unas familias de la comunidad Awá procedentes de la vereda san francisco del resguardo Ñambi Piedra  Verde por la situación prestada el 28 de julio donde fue atacada una vivienda y resultaron dos personas muertas y dos heridos, ante esto se comunicó con secretario de gobierno y organizaron una misión a la vereda Andalucía, luego informo que en la verificación encontraron 32 familias y que se convocara a CTJT el dio 6 de agosto del 2020",UARIV,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39934,CAUCA,CALOTO,19142,CAUCA,PDET,Alto Patía-Norte del Cauca,06/08/2020,8,2020,HOMICIDIOS,OTROS,NO_PRECISA,NO_PRECISA_,,"Erminsón Tróchez Ílamo, integrante de la Junta de Acción Comunal de la vereda El Carmelo, fue asesinado por hombres armados quienes llegaron hasta su finca, donde se encontraba adelantando labores propias del campo y le dispararon. ",UARIV,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39935,NORTE_DE_SANTANDER,CUCUTA,54001,NORTE_DE_SANTANDER_Y_ARAUCA,0,0,06/08/2020,8,2020,HOMICIDIOS,OTROS,NO_PRECISA,NO_PRECISA_,,"A Fabián Mauricio Parra Ortega lo asesinaron a disparos, en una callejuela de la parte alta del barrio Sevilla. Según se conoció, la víctima, de 25 años, llegó en una moto hasta el sector El Planchón, en el barrio Cerro Norte, donde lo esperaban tres hombres, con quienes fue por un callejón que lo llevaría hasta la parte alta de Sevilla. ",LA OPINION,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39936,HUILA,ALGECIRAS,41020,CAQUETA_Y_HUILA,PDET,Cuenca del Caguán y Piedemonte Caqueteño,06/08/2020,8,2020,HOMICIDIOS,OTROS,NO_PRECISA,NO_PRECISA_,,"Entre los barrios La Floresta y Juan XXIII Según versiones preliminares, un joven de 20 años, que se movilizaba en una motocicleta de marca Yamaha XTZ y de placa OBF-57B, fue interceptado por sujetos armados que le dispararon indiscriminadamente. ",LA NACION,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39937,NORTE_DE_SANTANDER,CUCUTA,54001,NORTE_DE_SANTANDER_Y_ARAUCA,0,0,06/08/2020,8,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,GDO_GRUPOS_DELINCUENCIALES_ORGANIZADOS,OTROS,LOS_MARUCHOS,"Mediante diligencias de allanamiento la Policía capturó a ocho integrantes de la banda criminal denominada ‘Los Maracuchos’, responsable de desplazamiento de familias. ",LA OPINION,ACCIONES_INSTITUCIONALES
39938,TOLIMA,MARIQUITA,73443,CENTRO,0,0,06/08/2020,8,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,GDO_GRUPOS_DELINCUENCIALES_ORGANIZADOS,OTROS,LOS_TIJERAS,"Luisa Fernanda López López, alias 'La Mona' o 'Popeta', fue imputada por la Fiscalía General de la Nación por el delito de concierto para delinquir con fines de narcotráfico. Se presume que la mujer venía delinquiendo al servicio de una organización criminal denominada 'Los Tijeras'.  personal de policía judicial Sijín Detol materializó la captura de la mujer en el barrio El Carmen, en cumplimiento de una orden judicial que pesaba en su contra.",DIARIO DEL SUR,ACCIONES_INSTITUCIONALES
39939,CALDAS,MANIZALES,17001,EJE_CAFETERO,0,0,06/08/2020,8,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"Unidades policiales adscritas al grupo GAULA, en coordinación con la fiscalía segunda especializada lograron la captura por orden judicial de “Mauricio” quien deberá responder por los delitos de concierto para delinquir, extorsión agravada, abigeato, fabricación porte y tráfico de armas de fuego y municiones. Lograron establecer la presunta vinculación del capturado dentro de la estructura del grupo delincuencial “Los del páramo”.",POLICIA NACIONAL,ACCIONES_INSTITUCIONALES
39940,CALDAS,MANIZALES,17001,EJE_CAFETERO,0,0,06/08/2020,8,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,Unidades adscritas a la Seccional de Investigación Criminal SIJIN lograron en las últimas horas la incautación de 15 mil dosis de base de coca en el barrio San Antonio. ,POLICIA NACIONAL,ACCIONES_INSTITUCIONALES
39941,NORTE_DE_SANTANDER,TIBU,54810,NORTE_DE_SANTANDER_Y_ARAUCA,ETCR - PDET,Catatumbo,06/08/2020,8,2020,OTRO_TIPO_DE_EVENTO,OTROS,NO_PRECISA,NO_PRECISA_,,"Más de 300 familias en condición de desplazamiento que estaban ubicadas en el sector de Ambato, empezaron su retorno hacia la vereda Totumito-Carboneras, de donde salieron el pasado 18 de julio luego de la masacre de 8 personas. El retorno se produce a pesar de no contar con las garantías por parte del Gobierno Nacional, para el retorno por parte de esta población, que llegó a los sectores de Ambato, La Florida y Banco de Arena. ",RCN RADIO,OTRO_TIPO_DE_EVENTOS
39942,NORTE_DE_SANTANDER,SAN_CALIXTO,54670,NORTE_DE_SANTANDER_Y_ARAUCA,PDET,Catatumbo,06/08/2020,8,2020,OTRO_TIPO_DE_EVENTO,OTROS,NO_PRECISA,NO_PRECISA_,,"El Ejército junto con el Instituto Colombiano de Bienestar Familiar (ICBF) y la Policía de Infancia y Adolescencia evitaron el reclutamiento forzado de un menor de edad, que estaba siendo acosado y perseguido por guerrilleros del Eln en la vereda Arboleda. A este sitio, llegaron las tropas y al ser informadas de la situación del niño, procedieron a activar los protocolos para su seguridad y la de su familia.",LA OPINION,OTRO_TIPO_DE_EVENTOS
39943,CESAR,EL_COPEY,20238,CESAR_Y_GUAJIRA,0,0,06/08/2020,8,2020,OTRO_TIPO_DE_EVENTO,OTROS,NO_PRECISA,NO_PRECISA_,,"Dos equipos de la Unidad de Búsqueda de Personas dadas por Desaparecidas, UBPD, en coordinación con Medicina Legal, recuperaron las estructuras óseas encontradas en un lote del municipio de El Copey, mientras lo adecuaban para ser un cementerio de fallecidos por covid-19. Los profesionales de las entidades llegaron al terreno donde se presume que hay víctimas del conflicto armado para cerciorarse también de que estuviera protegido.",EL PAIS,OTRO_TIPO_DE_EVENTOS
39944,NORTE_DE_SANTANDER,CUCUTA,54001,NORTE_DE_SANTANDER_Y_ARAUCA,0,0,06/08/2020,8,2020,HOMICIDIOS,OTROS,NO_PRECISA,NO_PRECISA_,,"En el barrio 23 enero se presentó el homicidio de Wilmar Emiro Martínez Becerra, de oficio barbero. Entre las primeras hipótesis de las autoridades, se descarta que el crimen fuera producto de un robo, ya que junto al cadáver quedó una motocicleta y la reja no fue forzada. ",LA OPINION,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39945,NARIÑO,LEIVA,52405,NARIÑO,PDET,Alto Patía-Norte del Cauca,06/08/2020,8,2020,AMENAZAS_E_INTIMIDACIONES,GENERALIZADAS,NO_PRECISA,NO_PRECISA_,,"Se convocó a CTJT extraordinario debido a una amenaza  que se está presentado en el municipio de Leiva por posibles enfrentamientos de actores armados ilegales, el cual se cancela porque se fue la energía en el casco urbano de Leiva y se cayó la señal de Internet, se pospone para el siguiente día.  ",UARIV,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39946,CHOCO,RIOSUCIO,27615,URABA,ETCR - PDET,Chocó,06/08/2020,8,2020,AMENAZAS_E_INTIMIDACIONES,SELECTIVAS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,CLAN_DEL_GOLFO,,Amenaza a Fiscal del Consejo Comunitario de Larga y Tumaradó,DEFENSORIA DEL PUEBLO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39947,CUNDINAMARCA,MADRID,25430,CENTRO,0,0,07/08/2020,8,2020,OTRO_TIPO_DE_EVENTO,OTROS,NO_PRECISA,NO_PRECISA_,,"Hombre que se encontraba desaparecido fue encontrada a las orillas del rio Subachoque en la urbanización Amarillo en el sector de Casa Blanca. Las autoridades manejan varias hipótesis, aunque nada certero, pues las investigaciones pudieran apuntar a varios móviles como el robo, secuestro o ajuste de cuentas, no obstante, desde ya se recopila toda la información que pueda aportar el caso y que de alguna información certera que ronda esta muerte, que ya sería la quinta que aparece en estas condiciones, pues no es común ver cuerpos flotando sobre el río",MI CURILLO CAQUETA,OTRO_TIPO_DE_EVENTOS
39948,CAUCA,PIAMONTE,19533,CAUCA,0,0,07/08/2020,8,2020,HOMICIDIOS,OTROS,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,OTROS,ESTRUCTURA_48,"Libardo Rosero, fue asesinado por hombres armados que lo abordaron cuando se encontraba en la vereda Las Pameras.  El exconcejal fue interceptado por sujetos armados que, tras dialogar con él por algunos minutos, le dispararon en varias oportunidades. ",RCN RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39949,VALLE_DEL_CAUCA,EL_CAIRO,76246,VALLE_DEL_CAUCA,0,0,07/08/2020,8,2020,OTRO_TIPO_DE_EVENTO,OTROS,NO_PRECISA,NO_PRECISA_,,"Las autoridades han confirmado que fue asesinado un exintegrante de las Farc. La víctima fue identificada como Milton Andrés Mesa Castaño, de 36 años y quien era conocido con el seudónimo de 'Calero'. Según se conoció, el hecho ocurrió en la vereda el Brillante. ",RCN RADIO,OTRO_TIPO_DE_EVENTOS
39950,HUILA,GARZON,41298,CAQUETA_Y_HUILA,0,0,07/08/2020,8,2020,HOMICIDIOS,OTROS,NO_PRECISA,NO_PRECISA_,,"Un ataque armado dejó como saldo dos víctimas fatales y una persona herida; este hecho se registró sobre el puente del barrio Los Comuneros. En el lugar de los hechos falleció Javier Eduardo Serrano de 30 años, mientras que los otros dos hombres que resultaron heridos fueron trasladados hasta un centro asistencial. Horas más tarde cuando recibía asistencia por parte de los galenos falleció John Diego Ortiz, por su parte, Jorge Andrés Rincón Ramos, continúa en atención hospitalaria. ",LA NACION,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
39951,CAUCA,POPAYAN,19001,CAUCA,0,0,07/08/2020,8,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"La Policía capturó a cuatro presuntos responsables de la masacre del líder social Álvaro Narváez Daza y tres miembros de su familia. Los detenidos serían los autores materiales del asesinato de Narváez Daza, su esposa, su hijo y su nieta, durante hechos ocurridos el pasado 29 de abril de 2020. ",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
39952,NARIÑO,SAN_ANDRES_DE_TUMACO,52835,NARIÑO,ETCR - PDET,Pacífico y frontera Nariñense,07/08/2020,8,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"La Dirección Especializada contra el Narcotráfico de la Fiscalía General de la Nación, lograron la incautación de 364 kilogramos de clorhidrato de cocaína y 380 galones de combustible (al parecer gasolina) de procedencia ecuatoriana. En esta acción contra el narcotráfico, fueron capturados en flagrancia dos ciudadanos colombianos y uno de nacionalidad ecuatoriana, a quienes el ente acusador les imputó cargos por tráfico, fabricación o porte de estupefacientes y favorecimiento de contrabando de hidrocarburos y sus derivados. ",EJERCITO NACIONAL,ACCIONES_INSTITUCIONALES
39953,ANTIOQUIA,CAUCASIA,5154,ANTIOQUIA,PDET,Bajo Cauca-Nordeste Antioqueño,07/08/2020,8,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,CLAN_DEL_GOLFO,,"La Policía Nacional en coordinación con la Fiscalía General de la Nación, capturaron en las últimas horas a 14 integrantes del Grupo Armado Organizado del Clan del Golfo, la subestructura ´Julio Cesar Vargas´.  ",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
39954,ARAUCA,ARAUQUITA,81065,NORTE_DE_SANTANDER_Y_ARAUCA,ETCR - PDET,Arauca,07/08/2020,8,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"La Policía Nacional, la Fiscalía General de la Nación, con el apoyo del Ejército Nacional, logran la captura de una persona en la vereda Guamalito, a quien se le hallo en un centro de acopio más de una tonelada de marihuana tipo creepy. El alijo que fue incautado en una diligencia de registro y allanamiento alcanzaría a dosificarse en aproximadamente en 500 mil cigarrillos de marihuana que estarían avaluados en más de 500 millones de pesos; los investigadores lograron establecer que el estupefaciente tendría como destino centro América. ",LA VOZ DEL CINARUCO,ACCIONES_INSTITUCIONALES
